Timestamp,1. Gender,2. Age,3. Municipality in which you visit parks or squares after the pandemic : ,4. Has the COVID-19 pandemic modified your usage of open greenspaces? ,5. Do you generally feel safe when you visit parks or squares ?,6. Did the COVID-19 pandemic influence your safety perception in parks or squares?,7. Would you feel physically secure knowing that park or square usage is being monitored and accessible through your phone?,8. Would you be interested in technology that enables  you to track how many people are in specific open greenspace at any point in time?,9. What particular safety concerns bother you?
1/15/2024 23:24:09,Female,21,Voždovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/15/2024 23:59:45,Female,21,Stari grad,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/16/2024 0:03:33,Male,21,"Zvezdara, Grocka",The usage remained unchanged,Yes,I feel safer in open spaces,Yes,Yes,Park visits in deprived areas
1/16/2024 0:04:29,Female,32,"Čukarica, Rakovica, Savski venac","No, not at all",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/16/2024 8:29:22,Female,34,"Vračar, Palilula",The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/16/2024 9:32:02,Female,27,Palilula,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 11:16:33,Female,28,Zvezdara,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/16/2024 12:04:05,Female,38,Vračar,"No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/16/2024 13:42:55,Male,61,Zvezdara,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 13:44:04,Female,48,Vračar,The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,No,Park visits in deprived areas
1/16/2024 13:45:11,Female,44,Čukarica,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",No,I feel less safe,Yes,Yes,Visits of overcrowded greenspaces
1/16/2024 15:41:41,Male,38,Palilula,My visits have become less frequently,No,I feel less safe,Yes,Yes,Visits of overcrowded greenspaces
1/16/2024 15:42:13,Female,34,Novi Beograd,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel less safe,Yes,Yes,Park visits at night
1/16/2024 15:42:32,Female,45,Vračar,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel less safe,Yes,Yes,Park visits at night
1/16/2024 15:42:57,Female,56,Rakovica,"No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Unsafe playgrounds
1/16/2024 15:43:13,Male,46,Zvezdara,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits in deprived areas
1/16/2024 15:51:58,Female,56,Zvezdara,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 16:44:33,Female,21,"Vračar, Palilula, Stari grad",The usage remained unchanged,Yes,I feel less safe,Yes,Yes,Park visits at night
1/16/2024 16:45:16,Female,23,Čukarica,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/16/2024 16:45:38,Female,20,"Voždovac, Vračar, Novi Beograd, Palilula, Savski venac, Stari grad, Zvezdara","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 16:48:44,Male,37,"Voždovac, Vračar, Stari grad, Zemun","No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/16/2024 16:51:04,Female,38,Stari grad,My visits have become less frequently,Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/16/2024 16:51:26,Female,50,Voždovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,No,Visits of overcrowded greenspaces
1/16/2024 16:52:25,Female,21,"Voždovac, Vračar, Novi Beograd, Palilula, Zemun","No, not at all",Yes,My perception of safety remained unchanged,Yes,No,Visits of overcrowded greenspaces
1/16/2024 16:52:55,Female,55,Čukarica,My visits have become less frequently,Yes,I feel safer in open spaces,Yes,No,Park visits in deprived areas
1/16/2024 16:53:14,Female,28,Stari grad,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/16/2024 16:56:57,Male,36,"Vračar, Palilula, Zvezdara","No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/16/2024 16:57:17,Female,31,Voždovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Visits of overcrowded greenspaces
1/16/2024 17:03:15,Female,24,Zemun,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,No,Yes,Park visits at night
1/16/2024 17:05:04,Female,20,"Vračar, Stari grad","No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/16/2024 17:10:23,Female,26,"Stari grad, Zvezdara",The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 17:14:11,Female,21,"Vračar, Novi Beograd, Palilula, Savski venac, Stari grad, Zemun, Zvezdara, Barajevo, Grocka","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 17:15:22,Female,25,Vračar,The usage remained unchanged,Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/16/2024 17:22:14,Female,20,"Palilula, Stari grad, Zemun","No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 17:22:37,Male,58,Novi Beograd,"No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 17:23:32,Female,20,"Čukarica, Novi Beograd, Rakovica","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/16/2024 17:26:23,Female,23,Rakovica,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/16/2024 17:30:53,Female,59,"Čukarica, Palilula","No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 17:35:44,Female,20,Voždovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",No,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 17:46:50,Female,41,"Vračar, Palilula","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Visits of overcrowded greenspaces
1/16/2024 17:47:06,Male,58,"Novi Beograd, Zemun","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/16/2024 17:50:34,Female,50,Voždovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Unsafe playgrounds
1/16/2024 17:52:00,Female,83,Voždovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Unsafe playgrounds
1/16/2024 17:57:09,Female,25,Novi Beograd,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Unsafe playgrounds
1/16/2024 17:58:30,Male,29,Novi Beograd,"No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Unsafe playgrounds
1/16/2024 17:58:41,Female,26,"Stari grad, Sopot",The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,No,Park visits in deprived areas
1/16/2024 18:18:20,Female,20,"Vračar, Palilula, Savski venac, Stari grad, Zvezdara",The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 18:34:59,Female,20,Čukarica,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 18:54:23,Female,22,Zvezdara,"No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 18:54:59,Female,27,Savski venac,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/16/2024 18:55:57,Female,21,Čukarica,The usage remained unchanged,Yes,I feel safer in open spaces,Yes,No,Park visits at night
1/16/2024 19:14:53,Female,23,"Čukarica, Novi Beograd","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits in deprived areas
1/16/2024 19:17:31,Female,24,"Vračar, Novi Beograd, Palilula, Stari grad, Zvezdara","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,No,Yes,Visits of overcrowded greenspaces
1/16/2024 19:27:19,Female,23,"Vračar, Zvezdara","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/16/2024 19:30:41,Female,34,Novi Beograd,The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,Yes,Visits of overcrowded greenspaces
1/16/2024 19:33:19,Female,20,Čukarica,"No, not at all",Yes,My perception of safety remained unchanged,No,Yes,Visits of overcrowded greenspaces
1/16/2024 19:40:13,Female,20,"Voždovac, Vračar, Palilula, Rakovica, Savski venac, Stari grad",The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/16/2024 20:00:02,Female,20,Palilula,"No, not at all",Yes,My perception of safety remained unchanged,No,Yes,Park visits in deprived areas
1/16/2024 21:09:41,Female,60,"Palilula, Stari grad","No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/16/2024 21:24:42,Female,30,"Vračar, Palilula","No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/16/2024 23:06:09,Male,20,Čukarica,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,No,Park visits in deprived areas
1/16/2024 23:06:25,Female,20,Surčin,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/16/2024 23:43:49,Female,23,"Voždovac, Vračar","Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,No,Yes,Park visits at night
1/16/2024 23:52:14,Female,20,"Zvezdara, Mladenovac",The usage remained unchanged,No,My perception of safety remained unchanged,No,No,Park visits at night
1/17/2024 0:07:08,Male,37,"Vračar, Novi Beograd, Zvezdara",The usage remained unchanged,Yes,I feel safer in open spaces,No,Yes,Unsafe playgrounds
1/17/2024 0:12:22,Female,20,"Čukarica, Vračar, Savski venac, Stari grad","No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits in deprived areas
1/17/2024 8:42:46,Female,34,"Voždovac, Vračar, Savski venac, Zvezdara","No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Unsafe playgrounds
1/17/2024 9:22:27,Male,22,"Vračar, Palilula, Stari grad",The usage remained unchanged,Yes,I feel safer in open spaces,Yes,Yes,Visits of overcrowded greenspaces
1/17/2024 9:28:51,Male,36,Zemun,My visits have become less frequently,Yes,My perception of safety remained unchanged,Yes,Yes,Visits of overcrowded greenspaces
1/17/2024 9:40:44,Male,46,"Novi Beograd, Zemun","No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/17/2024 9:45:50,Male,43,"Čukarica, Voždovac, Vračar, Novi Beograd, Palilula, Rakovica, Savski venac, Stari grad, Zemun, Zvezdara, Barajevo, Grocka, Lazarevac, Obrenovac, Mladenovac, Sopot, Surčin","No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/17/2024 9:47:20,Male,41,Zemun,The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/17/2024 10:06:50,Female,23,Čukarica,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,No,No,Visits of overcrowded greenspaces
1/17/2024 12:19:26,Male,46,Obrenovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel less safe,Yes,No,Unsafe playgrounds
1/17/2024 12:19:50,Female,33,Surčin,The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,No,Unsafe playgrounds
1/17/2024 12:20:37,Female,46,Zemun,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,No,Visits of overcrowded greenspaces
1/17/2024 12:21:48,Female,61,Savski venac,My visits have become less frequently,No,I feel less safe,No,Yes,Unsafe playgrounds
1/17/2024 12:22:18,Male,46,Mladenovac,My visits have become less frequently,Yes,My perception of safety remained unchanged,No,Yes,Unsafe playgrounds
1/17/2024 12:22:54,Female,34,Novi Beograd,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/17/2024 12:23:29,Male,28,Zemun,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits in deprived areas
1/17/2024 12:24:24,Male,30,Novi Beograd,"No, not at all",Yes,My perception of safety remained unchanged,No,Yes,Park visits at night
1/17/2024 12:25:23,Female,26,Savski venac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/17/2024 12:25:50,Female,24,Stari grad,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,No,Park visits at night
1/17/2024 12:29:27,Female,18,Zvezdara,"No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits in deprived areas
1/17/2024 12:29:58,Male,23,Vračar,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/17/2024 12:57:23,Female,21,Čukarica,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/17/2024 13:30:15,Female,20,Novi Beograd,My visits have become less frequently,Yes,I feel safer in open spaces,Yes,Yes,Park visits at night
1/17/2024 15:32:19,Female,20,Zvezdara,"No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/18/2024 3:01:56,Female,20,"Palilula, Stari grad, Zvezdara","No, not at all",Yes,My perception of safety remained unchanged,Yes,Yes,Park visits in deprived areas
1/18/2024 15:23:45,Female,22,Obrenovac,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,I feel less safe,No,No,Park visits at night
1/18/2024 16:48:53,Female,22,Palilula,The usage remained unchanged,Yes,My perception of safety remained unchanged,No,No,Park visits in deprived areas
1/18/2024 18:10:02,Male,41,Vračar,"No, not at all",Yes,I feel less safe,No,Yes,Park visits in deprived areas
1/18/2024 19:59:55,Female,45,Novi Beograd,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
1/18/2024 20:07:46,Male,52,Zemun,"Yes, I visit greenspaces  more frequently and actively than before the pandemic",Yes,My perception of safety remained unchanged,No,No,Park visits at night
1/19/2024 12:12:24,Male,20,"Vračar, Savski venac","No, not at all",Yes,I feel safer in open spaces,Yes,Yes,Park visits in deprived areas
1/19/2024 13:20:11,Female,20,"Novi Beograd, Palilula, Zemun",The usage remained unchanged,No,My perception of safety remained unchanged,Yes,Yes,Park visits at night
1/20/2024 7:15:28,Female,22,"Vračar, Novi Beograd, Zvezdara",The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/20/2024 22:45:12,Female,24,"Voždovac, Zvezdara, Grocka",My visits have become less frequently,Yes,I feel safer in open spaces,Yes,Yes,Visits of overcrowded greenspaces
1/22/2024 21:15:12,Female,20,"Vračar, Novi Beograd, Palilula, Rakovica, Stari grad, Zemun",The usage remained unchanged,Yes,My perception of safety remained unchanged,Yes,No,Park visits at night
1/31/2024 22:11:01,Male,40,Palilula,"No, not at all",Yes,My perception of safety remained unchanged,No,No,Unsafe playgrounds
